1	-204.023
2049	-135.291
4097	-134.226
6145	-133.16
8193	-127.896
10241	-101.025
12289	-112.394
14337	-104.749
16385	-102.695
18433	-95.2816
20481	-101.199
22529	-104.01
24577	-106.146
26625	-103.884
28673	-113.661
30721	-122.866
32769	-106.738
34817	-101.521
36865	-103.302
38913	-113.505
40961	-117.105
43009	-114.139
45057	-99.9702
47105	-107.301
49153	-104.816
51201	-105.806
53249	-104.948
55297	-110.805
57345	-94.7198
59393	-108.472
61441	-105.874
63489	-116.914
65537	-113.355
67585	-111.471
69633	-107.625
71681	-97.725
73729	-105.439
75777	-105.24
77825	-103.145
79873	-105.467
81921	-91.4606
83969	-99.0897
86017	-100.243
88065	-100.74
90113	-105.518
92161	-106.228
94209	-109.303
96257	-102.431
98305	-97.9227
100353	-90.9395
102401	-108.47
104449	-97.0802
106497	-99.8674
108545	-99.9785
110593	-90.7226
112641	-90.5053
114689	-94.1139
116737	-83.5124
118785	-95.2176
120833	-99.9356
122881	-97.33
124929	-91.7614
126977	-84.039
129025	-84.9745
131073	-86.9465
133121	-89.0337
135169	-96.5321
137217	-82.3476
139265	-82.9833
141313	-86.6043
143361	-81.9056
145409	-91.8759
147457	-88.8726
149505	-90.1402
151553	-83.0243
153601	-88.2201
155649	-85.1477
157697	-95.5657
159745	-92.5418
161793	-86.7152
163841	-85.8977
165889	-91.9224
167937	-102.933
169985	-101.909
172033	-88.7933
174081	-94.7173
176129	-93.0924
178177	-91.7215
180225	-91.1267
182273	-93.8117
184321	-85.483
186369	-84.6514
188417	-87.5461
190465	-86.6661
192513	-97.6634
194561	-88.5014
196609	-91.8112
198657	-82.2107
200705	-89.5338
202753	-90.4272
204801	-91.0776
206849	-93.2572
208897	-83.6435
210945	-83.7998
212993	-87.3588
215041	-95.6705
217089	-88.3937
219137	-94.7883
221185	-89.1725
223233	-96.3762
225281	-90.2584
227329	-93.8474
229377	-86.5826
231425	-88.6547
233473	-101.164
235521	-86.1658
237569	-91.5151
239617	-86.6277
241665	-88.2128
243713	-88.5725
245761	-93.701
247809	-82.683
249857	-83.7421
251905	-87.1752
253953	-90.2847
256001	-89.8174
258049	-90.5174
260097	-92.774
262145	-108.472
264193	-88.7414
266241	-103.602
268289	-93.1814
270337	-87.1891
272385	-90.6355
274433	-87.2763
276481	-99.4312
278529	-89.8206
280577	-86.812
282625	-94.6009
284673	-75.3409
286721	-86.9809
288769	-89.1878
290817	-88.1694
292865	-89.3791
294913	-89.9167
296961	-96.2082
299009	-91.9157
301057	-88.3627
303105	-91.3302
305153	-89.7619
307201	-94.5343
309249	-80.2119
311297	-84.9101
313345	-81.0626
315393	-90.1129
317441	-98.2837
319489	-88.314
321537	-84.9409
323585	-86.8358
325633	-81.3618
327681	-91.8147
329729	-81.5142
331777	-89.834
333825	-90.0681
335873	-84.473
337921	-80.6036
339969	-90.5533
342017	-85.2004
344065	-81.0543
346113	-91.3766
348161	-105.736
350209	-82.7886
352257	-89.436
354305	-83.2307
356353	-84.645
358401	-84.4573
360449	-83.6416
362497	-89.1171
364545	-91.3232
366593	-89.1448
368641	-83.8704
370689	-83.1938
372737	-93.5705
374785	-90.125
376833	-80.4755
378881	-88.3076
380929	-88.5512
382977	-78.233
385025	-79.0457
387073	-82.0438
389121	-86.688
391169	-88.5478
393217	-78.0033
395265	-91.5687
397313	-80.6706
399361	-92.4239
401409	-86.6077
403457	-87.0728
405505	-95.081
407553	-100.825
409601	-95.0732
411649	-97.9221
413697	-89.8197
415745	-84.1705
417793	-92.7915
419841	-85.035
421889	-86.969
423937	-93.0338
425985	-96.4349
428033	-86.6513
430081	-90.1944
432129	-88.0662
434177	-79.8958
